sensor,date,measurement
humidity,2023-04-25 13:36:26.758599,89
weight,2023-04-25 13:36:26.758601,27
temperature,2023-04-25 13:36:26.758605,121
temperature,2023-04-25 13:36:26.758607,E1
temperature,2023-04-25 13:36:26.758608,E9
temperature,2023-04-25 13:36:26.758610,E6
light,2023-04-25 13:36:26.758611,5959
temperature,2023-04-25 13:36:26.758614,31
humidity,2023-04-25 13:36:26.758615,91
temperature,2023-04-25 13:36:26.758617,32
humidity,2023-04-25 13:36:26.758619,17
temperature,2023-04-25 13:36:26.758621,E6
temperature,2023-04-25 13:36:26.758622,12
temperature,2023-04-25 13:36:26.758624,72
weight,2023-04-25 13:36:26.758626,125
light,2023-04-25 13:36:26.758628,3090
humidity,2023-04-25 13:36:26.758630,E4
temperature,2023-04-25 13:36:26.758631,91
weight,2023-04-25 13:36:26.758633,182
humidity,2023-04-25 13:36:26.758635,95
weight,2023-04-25 13:36:26.758637,E8
temperature,2023-04-25 13:36:26.758638,79
temperature,2023-04-25 13:36:26.758640,8
humidity,2023-04-25 13:36:26.758642,E6
weight,2023-04-25 13:36:26.758643,162
weight,2023-04-25 13:36:26.758647,177
humidity,2023-04-25 13:36:26.758649,93
humidity,2023-04-25 13:36:26.758651,86
light,2023-04-25 13:36:26.758652,3682
light,2023-04-25 13:36:26.758654,4131
humidity,2023-04-25 13:36:26.758656,39
light,2023-04-25 13:36:26.758659,2705
weight,2023-04-25 13:36:26.758661,96
weight,2023-04-25 13:36:26.758664,132
weight,2023-04-25 13:36:26.758666,78
weight,2023-04-25 13:36:26.758667,E1
temperature,2023-04-25 13:36:26.758669,62
light,2023-04-25 13:36:26.758671,1711
light,2023-04-25 13:36:26.758673,1232
light,2023-04-25 13:36:26.758675,2628
light,2023-04-25 13:36:26.758678,5054
weight,2023-04-25 13:36:26.758681,12
weight,2023-04-25 13:36:26.758686,&^%$
light,2023-04-25 13:36:26.758688,1777
light,2023-04-25 13:36:26.758691,5740
temperature,2023-04-25 13:36:26.758693,192
weight,2023-04-25 13:36:26.758695,E8
humidity,2023-04-25 13:36:26.758743,58
temperature,2023-04-25 13:36:26.758766,E4
temperature,2023-04-25 13:36:26.758771,123
humidity,2023-04-25 13:36:26.758777,27
weight,2023-04-25 13:36:26.758781,55
humidity,2023-04-25 13:36:26.758783,5
weight,2023-04-25 13:36:26.758799,141
weight,2023-04-25 13:36:26.758808,161
weight,2023-04-25 13:36:26.758811,164
light,2023-04-25 13:36:26.758815,5849
weight,2023-04-25 13:36:26.758819,88
temperature,2023-04-25 13:36:26.758822,195
weight,2023-04-25 13:36:26.758825,197
humidity,2023-04-25 13:36:26.758828,55
light,2023-04-25 13:36:26.758831,5595
temperature,2023-04-25 13:36:26.758834,125
humidity,2023-04-25 13:36:26.758837,88
light,2023-04-25 13:36:26.758841,
humidity,2023-04-25 13:36:26.758845,14
temperature,2023-04-25 13:36:26.758848,147
light,2023-04-25 13:36:26.758850,
light,2023-04-25 13:36:26.758852,E3
humidity,2023-04-25 13:36:26.758855,32
light,2023-04-25 13:36:26.758858,4288
light,2023-04-25 13:36:26.758865,455
weight,2023-04-25 13:36:26.758868,
weight,2023-04-25 13:36:26.758871,23
temperature,2023-04-25 13:36:26.758874,160
light,2023-04-25 13:36:26.758911,E6
humidity,2023-04-25 13:36:26.758914,
light,2023-04-25 13:36:26.758917,516
light,2023-04-25 13:36:26.758920,1616
humidity,2023-04-25 13:36:26.758924,95
humidity,2023-04-25 13:36:26.758927,64
temperature,2023-04-25 13:36:26.758930,113
weight,2023-04-25 13:36:26.758933,199
temperature,2023-04-25 13:36:26.758935,176
temperature,2023-04-25 13:36:26.758937,52
temperature,2023-04-25 13:36:26.758939,104
weight,2023-04-25 13:36:26.758941,8
weight,2023-04-25 13:36:26.758943,177
weight,2023-04-25 13:36:26.758945,2
weight,2023-04-25 13:36:26.758947,187
light,2023-04-25 13:36:26.758950,1969
humidity,2023-04-25 13:36:26.758953,33
temperature,2023-04-25 13:36:26.758956,160
temperature,2023-04-25 13:36:26.758959,84
light,2023-04-25 13:36:26.758992,2877
temperature,2023-04-25 13:36:26.758998,65
weight,2023-04-25 13:36:26.759000,111
temperature,2023-04-25 13:36:26.759002,67
humidity,2023-04-25 13:36:26.759004,66
humidity,2023-04-25 13:36:26.759006,54
weight,2023-04-25 13:36:26.759008,157
temperature,2023-04-25 13:36:26.759010,163
humidity,2023-04-25 13:36:26.759012,95
temperature,2023-04-25 13:36:26.759014,136
weight,2023-04-25 13:36:26.759015,27
weight,2023-04-25 13:36:26.759021,97
light,2023-04-25 13:36:26.759022,1540
weight,2023-04-25 13:36:26.759025,158
light,2023-04-25 13:36:26.759027,4328
humidity,2023-04-25 13:36:26.759029,83
temperature,2023-04-25 13:36:26.759031,79
weight,2023-04-25 13:36:26.759033,E9
humidity,2023-04-25 13:36:26.759034,60
light,2023-04-25 13:36:26.759044,561
temperature,2023-04-25 13:36:26.759046,36
temperature,2023-04-25 13:36:26.759057,159
weight,2023-04-25 13:36:26.759059,50
light,2023-04-25 13:36:26.759082,2415
temperature,2023-04-25 13:36:26.759084,198
light,2023-04-25 13:36:26.759086,882
light,2023-04-25 13:36:26.759088,E9
light,2023-04-25 13:36:26.759090,3854
weight,2023-04-25 13:36:26.759091,1
light,2023-04-25 13:36:26.759093,3706
temperature,2023-04-25 13:36:26.759095,176
weight,2023-04-25 13:36:26.759097,73
humidity,2023-04-25 13:36:26.759099,13
weight,2023-04-25 13:36:26.759101,E7
humidity,2023-04-25 13:36:26.759102,33
temperature,2023-04-25 13:36:26.759104,153
weight,2023-04-25 13:36:26.759106,64
temperature,2023-04-25 13:36:26.759109,106
humidity,2023-04-25 13:36:26.759111,E9
temperature,2023-04-25 13:36:26.759113,134
light,2023-04-25 13:36:26.759115,2427
light,2023-04-25 13:36:26.759117,997
weight,2023-04-25 13:36:26.759119,40
weight,2023-04-25 13:36:26.759121,110
light,2023-04-25 13:36:26.759122,E9
weight,2023-04-25 13:36:26.759124,86
temperature,2023-04-25 13:36:26.759128,28
temperature,2023-04-25 13:36:26.759129,9
light,2023-04-25 13:36:26.759131,2360
temperature,2023-04-25 13:36:26.759133,E0
temperature,2023-04-25 13:36:26.759135,114
temperature,2023-04-25 13:36:26.759137,149
light,2023-04-25 13:36:26.759139,5216
weight,2023-04-25 13:36:26.759140,E1
light,2023-04-25 13:36:26.759142,3363
temperature,2023-04-25 13:36:26.759144,85
light,2023-04-25 13:36:26.759146,2503
temperature,2023-04-25 13:36:26.759148,175
light,2023-04-25 13:36:26.759149,2724
weight,2023-04-25 13:36:26.759151,191
light,2023-04-25 13:36:26.759153,E1
temperature,2023-04-25 13:36:26.759154,20
humidity,2023-04-25 13:36:26.759156,66
light,2023-04-25 13:36:26.759158,4028
light,2023-04-25 13:36:26.759160,1090
light,2023-04-25 13:36:26.759162,2674
light,2023-04-25 13:36:26.759164,2799
light,2023-04-25 13:36:26.759166,3335
light,2023-04-25 13:36:26.759168,1419
humidity,2023-04-25 13:36:26.759171,12
humidity,2023-04-25 13:36:26.759173,61
humidity,2023-04-25 13:36:26.759175,7
light,2023-04-25 13:36:26.759177,4317
weight,2023-04-25 13:36:26.759179,E6
light,2023-04-25 13:36:26.759182,95
humidity,2023-04-25 13:36:26.759184,35
humidity,2023-04-25 13:36:26.759186,61
humidity,2023-04-25 13:36:26.759187,89
temperature,2023-04-25 13:36:26.759189,47
humidity,2023-04-25 13:36:26.759191,40
light,2023-04-25 13:36:26.759193,2496
light,2023-04-25 13:36:26.759195,2311
temperature,2023-04-25 13:36:26.759197,198
light,2023-04-25 13:36:26.759199,489
humidity,2023-04-25 13:36:26.759201,56
light,2023-04-25 13:36:26.759203,3486
weight,2023-04-25 13:36:26.759205,128
humidity,2023-04-25 13:36:26.759206,78
humidity,2023-04-25 13:36:26.759208,23
temperature,2023-04-25 13:36:26.759210,186
light,2023-04-25 13:36:26.759212,2737
weight,2023-04-25 13:36:26.759214,156
humidity,2023-04-25 13:36:26.759218,12
weight,2023-04-25 13:36:26.759220,99
weight,2023-04-25 13:36:26.759222,166
light,2023-04-25 13:36:26.759224,4473
temperature,2023-04-25 13:36:26.759226,34
temperature,2023-04-25 13:36:26.759228,199
temperature,2023-04-25 13:36:26.759230,198
humidity,2023-04-25 13:36:26.759232,33
light,2023-04-25 13:36:26.759233,601
light,2023-04-25 13:36:26.759235,172
light,2023-04-25 13:36:26.759237,E0
humidity,2023-04-25 13:36:26.759239,97
weight,2023-04-25 13:36:26.759241,E4
weight,2023-04-25 13:36:26.759242,128
humidity,2023-04-25 13:36:26.759244,61
temperature,2023-04-25 13:36:26.759246,158
weight,2023-04-25 13:36:26.759248,39
temperature,2023-04-25 13:36:26.759274,148
humidity,2023-04-25 13:36:26.759281,93
weight,2023-04-25 13:36:26.759284,108
light,2023-04-25 13:36:26.759288,1111
humidity,2023-04-25 13:36:26.759309,24
temperature,2023-04-25 13:36:26.759315,158
weight,2023-04-25 13:36:26.759322,96
humidity,2023-04-25 13:36:26.759324,60
temperature,2023-04-25 13:36:26.759326,65
temperature,2023-04-25 13:36:26.759328,59
weight,2023-04-25 13:36:26.759330,57
temperature,2023-04-25 13:36:26.759331,29
humidity,2023-04-25 13:36:26.759335,&^%$
temperature,2023-04-25 13:36:26.759337,55
light,2023-04-25 13:36:26.759339,671
temperature,2023-04-25 13:36:26.759341,151
temperature,2023-04-25 13:36:26.759343,56
temperature,2023-04-25 13:36:26.759345,40
weight,2023-04-25 13:36:26.759347,35
weight,2023-04-25 13:36:26.759349,9
temperature,2023-04-25 13:36:26.759351,E0
humidity,2023-04-25 13:36:26.759352,29
humidity,2023-04-25 13:36:26.759354,1
weight,2023-04-25 13:36:26.759356,E1
temperature,2023-04-25 13:36:26.759358,175
humidity,2023-04-25 13:36:26.759360,29
temperature,2023-04-25 13:36:26.759361,131
weight,2023-04-25 13:36:26.759363,117
humidity,2023-04-25 13:36:26.759367,65
weight,2023-04-25 13:36:26.759371,91
humidity,2023-04-25 13:36:26.759373,E2
light,2023-04-25 13:36:26.759374,4413
weight,2023-04-25 13:36:26.759376,187
humidity,2023-04-25 13:36:26.759378,74
humidity,2023-04-25 13:36:26.759380,75
temperature,2023-04-25 13:36:26.759382,31
temperature,2023-04-25 13:36:26.759384,28
light,2023-04-25 13:36:26.759386,3417
light,2023-04-25 13:36:26.759388,2247
temperature,2023-04-25 13:36:26.759390,90
weight,2023-04-25 13:36:26.759392,93
weight,2023-04-25 13:36:26.759393,83
weight,2023-04-25 13:36:26.759395,E2
light,2023-04-25 13:36:26.759397,418
light,2023-04-25 13:36:26.759399,5787
humidity,2023-04-25 13:36:26.759401,15
light,2023-04-25 13:36:26.759403,2870
temperature,2023-04-25 13:36:26.759405,24
temperature,2023-04-25 13:36:26.759407,176
light,2023-04-25 13:36:26.759408,949
humidity,2023-04-25 13:36:26.759410,94
weight,2023-04-25 13:36:26.759413,64
temperature,2023-04-25 13:36:26.759416,128
humidity,2023-04-25 13:36:26.759418,48
light,2023-04-25 13:36:26.759420,1850
temperature,2023-04-25 13:36:26.759422,200
temperature,2023-04-25 13:36:26.759424,53
light,2023-04-25 13:36:26.759426,2670
light,2023-04-25 13:36:26.759428,2986
light,2023-04-25 13:36:26.759429,3401
temperature,2023-04-25 13:36:26.759432,123
light,2023-04-25 13:36:26.759434,2998
temperature,2023-04-25 13:36:26.759436,156
temperature,2023-04-25 13:36:26.759438,129
humidity,2023-04-25 13:36:26.759440,58
weight,2023-04-25 13:36:26.759441,145
humidity,2023-04-25 13:36:26.759443,87
humidity,2023-04-25 13:36:26.759445,13
weight,2023-04-25 13:36:26.759447,37
light,2023-04-25 13:36:26.759449,3681
humidity,2023-04-25 13:36:26.759451,72
light,2023-04-25 13:36:26.759453,1428
light,2023-04-25 13:36:26.759455,3847
weight,2023-04-25 13:36:26.759457,E5
weight,2023-04-25 13:36:26.759458,153
temperature,2023-04-25 13:36:26.759462,106
temperature,2023-04-25 13:36:26.759464,91
humidity,2023-04-25 13:36:26.759474,62
light,2023-04-25 13:36:26.759476,&^%$
weight,2023-04-25 13:36:26.759478,78
temperature,2023-04-25 13:36:26.759480,180
humidity,2023-04-25 13:36:26.759482,36
humidity,2023-04-25 13:36:26.759483,100
light,2023-04-25 13:36:26.759485,2187
humidity,2023-04-25 13:36:26.759487,63
light,2023-04-25 13:36:26.759489,5859
humidity,2023-04-25 13:36:26.759491,45
weight,2023-04-25 13:36:26.759493,
weight,2023-04-25 13:36:26.759495,1
humidity,2023-04-25 13:36:26.759497,44
weight,2023-04-25 13:36:26.759499,117
temperature,2023-04-25 13:36:26.759502,179
light,2023-04-25 13:36:26.759504,1925
humidity,2023-04-25 13:36:26.759506,18
temperature,2023-04-25 13:36:26.759508,83
temperature,2023-04-25 13:36:26.759510,110
weight,2023-04-25 13:36:26.759513,169
light,2023-04-25 13:36:26.759515,4368
weight,2023-04-25 13:36:26.759519,5
humidity,2023-04-25 13:36:26.759521,53
light,2023-04-25 13:36:26.759523,2648
weight,2023-04-25 13:36:26.759525,E9
temperature,2023-04-25 13:36:26.759527,138
temperature,2023-04-25 13:36:26.759529,59
humidity,2023-04-25 13:36:26.759531,69
humidity,2023-04-25 13:36:26.759533,2
light,2023-04-25 13:36:26.759535,4343
temperature,2023-04-25 13:36:26.759537,81
temperature,2023-04-25 13:36:26.759539,10
light,2023-04-25 13:36:26.759541,1828
light,2023-04-25 13:36:26.759543,5536
temperature,2023-04-25 13:36:26.759545,15
temperature,2023-04-25 13:36:26.759547,129
weight,2023-04-25 13:36:26.759549,Test
weight,2023-04-25 13:36:26.759551,&^%$
temperature,2023-04-25 13:36:26.759552,92
light,2023-04-25 13:36:26.759554,4374
weight,2023-04-25 13:36:26.759556,169
temperature,2023-04-25 13:36:26.759558,124
light,2023-04-25 13:36:26.759560,415
humidity,2023-04-25 13:36:26.759562,21
light,2023-04-25 13:36:26.759566,340
temperature,2023-04-25 13:36:26.759568,184
humidity,2023-04-25 13:36:26.759570,E0
weight,2023-04-25 13:36:26.759572,92
humidity,2023-04-25 13:36:26.759574,17
weight,2023-04-25 13:36:26.759575,10
temperature,2023-04-25 13:36:26.759577,75
humidity,2023-04-25 13:36:26.759579,78
weight,2023-04-25 13:36:26.759581,109
humidity,2023-04-25 13:36:26.759583,94
light,2023-04-25 13:36:26.759585,1323
weight,2023-04-25 13:36:26.759587,79
weight,2023-04-25 13:36:26.759589,E1
light,2023-04-25 13:36:26.759590,3150
light,2023-04-25 13:36:26.759592,2070
temperature,2023-04-25 13:36:26.759594,
humidity,2023-04-25 13:36:26.759595,5
temperature,2023-04-25 13:36:26.759597,150
weight,2023-04-25 13:36:26.759599,74
humidity,2023-04-25 13:36:26.759601,47
temperature,2023-04-25 13:36:26.759603,43
weight,2023-04-25 13:36:26.759605,36
temperature,2023-04-25 13:36:26.759606,64
temperature,2023-04-25 13:36:26.759610,124
temperature,2023-04-25 13:36:26.759612,138
temperature,2023-04-25 13:36:26.759614,109
temperature,2023-04-25 13:36:26.759616,82
light,2023-04-25 13:36:26.759618,4155
temperature,2023-04-25 13:36:26.759620,10
temperature,2023-04-25 13:36:26.759622,34
humidity,2023-04-25 13:36:26.759624,E1
humidity,2023-04-25 13:36:26.759625,6
weight,2023-04-25 13:36:26.759627,133
light,2023-04-25 13:36:26.759631,4483
temperature,2023-04-25 13:36:26.759633,23
humidity,2023-04-25 13:36:26.759635,5
humidity,2023-04-25 13:36:26.759636,20
weight,2023-04-25 13:36:26.759638,29
temperature,2023-04-25 13:36:26.759640,49
light,2023-04-25 13:36:26.759642,3694
temperature,2023-04-25 13:36:26.759644,47
temperature,2023-04-25 13:36:26.759646,75
temperature,2023-04-25 13:36:26.759648,14
humidity,2023-04-25 13:36:26.759650,E8
weight,2023-04-25 13:36:26.759652,E2
light,2023-04-25 13:36:26.759653,372
light,2023-04-25 13:36:26.759657,5490
weight,2023-04-25 13:36:26.759659,E3
weight,2023-04-25 13:36:26.759661,91
temperature,2023-04-25 13:36:26.759663,83
weight,2023-04-25 13:36:26.759665,107
light,2023-04-25 13:36:26.759667,&^%$
weight,2023-04-25 13:36:26.759668,120
humidity,2023-04-25 13:36:26.759675,85
light,2023-04-25 13:36:26.759677,Test
humidity,2023-04-25 13:36:26.759678,7
weight,2023-04-25 13:36:26.759680,112
light,2023-04-25 13:36:26.759682,3715
humidity,2023-04-25 13:36:26.759684,93
humidity,2023-04-25 13:36:26.759688,89
weight,2023-04-25 13:36:26.759690,188
humidity,2023-04-25 13:36:26.759691,E0
humidity,2023-04-25 13:36:26.759693,93
temperature,2023-04-25 13:36:26.759695,49
humidity,2023-04-25 13:36:26.759697,68
temperature,2023-04-25 13:36:26.759698,152
weight,2023-04-25 13:36:26.759700,115
humidity,2023-04-25 13:36:26.759702,17
humidity,2023-04-25 13:36:26.759704,84
temperature,2023-04-25 13:36:26.759708,E0
humidity,2023-04-25 13:36:26.759709,&^%$
humidity,2023-04-25 13:36:26.759711,42
temperature,2023-04-25 13:36:26.759713,178
weight,2023-04-25 13:36:26.759715,73
light,2023-04-25 13:36:26.759716,1217
weight,2023-04-25 13:36:26.759718,120
temperature,2023-04-25 13:36:26.759720,153
weight,2023-04-25 13:36:26.759722,123
temperature,2023-04-25 13:36:26.759724,90
weight,2023-04-25 13:36:26.759726,188
humidity,2023-04-25 13:36:26.759728,5
weight,2023-04-25 13:36:26.759730,99
weight,2023-04-25 13:36:26.759732,144
humidity,2023-04-25 13:36:26.759734,17
temperature,2023-04-25 13:36:26.759736,183
weight,2023-04-25 13:36:26.759737,E3
humidity,2023-04-25 13:36:26.759739,67
weight,2023-04-25 13:36:26.759741,14
weight,2023-04-25 13:36:26.759743,52
humidity,2023-04-25 13:36:26.759745,E7
humidity,2023-04-25 13:36:26.759746,65
humidity,2023-04-25 13:36:26.759748,87
temperature,2023-04-25 13:36:26.759752,25
temperature,2023-04-25 13:36:26.759753,2
temperature,2023-04-25 13:36:26.759755,200
light,2023-04-25 13:36:26.759757,2204
light,2023-04-25 13:36:26.759761,4150
humidity,2023-04-25 13:36:26.759763,8
weight,2023-04-25 13:36:26.759764,149
temperature,2023-04-25 13:36:26.759766,92
weight,2023-04-25 13:36:26.759768,148
light,2023-04-25 13:36:26.759770,5352
light,2023-04-25 13:36:26.759773,3884
humidity,2023-04-25 13:36:26.759776,64
humidity,2023-04-25 13:36:26.759777,38
humidity,2023-04-25 13:36:26.759779,78
temperature,2023-04-25 13:36:26.759781,191
light,2023-04-25 13:36:26.759783,3102
weight,2023-04-25 13:36:26.759785,116
light,2023-04-25 13:36:26.759787,E3
light,2023-04-25 13:36:26.759788,1250
humidity,2023-04-25 13:36:26.759790,21
light,2023-04-25 13:36:26.759792,3165
temperature,2023-04-25 13:36:26.759794,109
light,2023-04-25 13:36:26.759796,3335
humidity,2023-04-25 13:36:26.759800,15
weight,2023-04-25 13:36:26.759802,E7
humidity,2023-04-25 13:36:26.759803,54
temperature,2023-04-25 13:36:26.759805,183
humidity,2023-04-25 13:36:26.759807,41
humidity,2023-04-25 13:36:26.759809,74
temperature,2023-04-25 13:36:26.759811,191
light,2023-04-25 13:36:26.759813,3270
light,2023-04-25 13:36:26.759815,3387
light,2023-04-25 13:36:26.759817,5761
temperature,2023-04-25 13:36:26.759819,134
light,2023-04-25 13:36:26.759821,2255
humidity,2023-04-25 13:36:26.759822,99
weight,2023-04-25 13:36:26.759824,64
light,2023-04-25 13:36:26.759827,1601
humidity,2023-04-25 13:36:26.759830,90
light,2023-04-25 13:36:26.759833,2166
humidity,2023-04-25 13:36:26.759836,21
light,2023-04-25 13:36:26.759839,2454
weight,2023-04-25 13:36:26.759842,93
light,2023-04-25 13:36:26.759846,37
humidity,2023-04-25 13:36:26.759849,52
light,2023-04-25 13:36:26.759852,5836
light,2023-04-25 13:36:26.759856,629
temperature,2023-04-25 13:36:26.759858,154
humidity,2023-04-25 13:36:26.759860,19
light,2023-04-25 13:36:26.759862,4479
light,2023-04-25 13:36:26.759864,4663
humidity,2023-04-25 13:36:26.759868,57
temperature,2023-04-25 13:36:26.759870,153
temperature,2023-04-25 13:36:26.759871,9
temperature,2023-04-25 13:36:26.759873,E7
weight,2023-04-25 13:36:26.759875,24
weight,2023-04-25 13:36:26.759877,96
temperature,2023-04-25 13:36:26.759879,21
temperature,2023-04-25 13:36:26.759881,Test
humidity,2023-04-25 13:36:26.759882,36
weight,2023-04-25 13:36:26.759884,13
light,2023-04-25 13:36:26.759886,2493
weight,2023-04-25 13:36:26.759888,111
light,2023-04-25 13:36:26.759890,2135
temperature,2023-04-25 13:36:26.759892,E4
temperature,2023-04-25 13:36:26.759894,42
humidity,2023-04-25 13:36:26.759895,13
weight,2023-04-25 13:36:26.759899,167
humidity,2023-04-25 13:36:26.759901,E0
weight,2023-04-25 13:36:26.759905,E8
temperature,2023-04-25 13:36:26.759906,103
humidity,2023-04-25 13:36:26.759908,57
humidity,2023-04-25 13:36:26.759910,25
humidity,2023-04-25 13:36:26.759912,80
light,2023-04-25 13:36:26.759914,1234
temperature,2023-04-25 13:36:26.759916,81
light,2023-04-25 13:36:26.759918,1871
temperature,2023-04-25 13:36:26.759920,89
temperature,2023-04-25 13:36:26.759922,193
weight,2023-04-25 13:36:26.759924,183
humidity,2023-04-25 13:36:26.759925,61
humidity,2023-04-25 13:36:26.759927,80
weight,2023-04-25 13:36:26.759929,94
light,2023-04-25 13:36:26.759931,3268
weight,2023-04-25 13:36:26.759933,151
weight,2023-04-25 13:36:26.759935,51
light,2023-04-25 13:36:26.759937,2648
light,2023-04-25 13:36:26.759939,3044
temperature,2023-04-25 13:36:26.759941,85
temperature,2023-04-25 13:36:26.759942,186
weight,2023-04-25 13:36:26.759944,144
humidity,2023-04-25 13:36:26.759946,67
temperature,2023-04-25 13:36:26.759950,126
humidity,2023-04-25 13:36:26.759952,40
humidity,2023-04-25 13:36:26.759953,23
light,2023-04-25 13:36:26.759955,3252
weight,2023-04-25 13:36:26.759957,E9
temperature,2023-04-25 13:36:26.759959,162
weight,2023-04-25 13:36:26.759961,91
light,2023-04-25 13:36:26.759963,449
weight,2023-04-25 13:36:26.759964,E8
weight,2023-04-25 13:36:26.759966,131
humidity,2023-04-25 13:36:26.759968,E8
temperature,2023-04-25 13:36:26.759970,153
temperature,2023-04-25 13:36:26.759972,Test
temperature,2023-04-25 13:36:26.759973,34
weight,2023-04-25 13:36:26.759975,130
weight,2023-04-25 13:36:26.759977,43
temperature,2023-04-25 13:36:26.759979,120
light,2023-04-25 13:36:26.759981,2758
light,2023-04-25 13:36:26.759983,E6
temperature,2023-04-25 13:36:26.759984,124
temperature,2023-04-25 13:36:26.759986,82
weight,2023-04-25 13:36:26.759988,95
humidity,2023-04-25 13:36:26.759990,E1
humidity,2023-04-25 13:36:26.759993,26
humidity,2023-04-25 13:36:26.759995,4
temperature,2023-04-25 13:36:26.759997,17
temperature,2023-04-25 13:36:26.759999,97
weight,2023-04-25 13:36:26.760001,185
weight,2023-04-25 13:36:26.760003,183
humidity,2023-04-25 13:36:26.760005,19
temperature,2023-04-25 13:36:26.760007,198
light,2023-04-25 13:36:26.760009,5652
light,2023-04-25 13:36:26.760011,3927
weight,2023-04-25 13:36:26.760013,75
light,2023-04-25 13:36:26.760015,E7
weight,2023-04-25 13:36:26.760017,168
light,2023-04-25 13:36:26.760019,2338
humidity,2023-04-25 13:36:26.760023,37
humidity,2023-04-25 13:36:26.760027,E8
humidity,2023-04-25 13:36:26.760028,E0
weight,2023-04-25 13:36:26.760030,77
light,2023-04-25 13:36:26.760032,5119
weight,2023-04-25 13:36:26.760034,33
light,2023-04-25 13:36:26.760038,1858
humidity,2023-04-25 13:36:26.760040,17
weight,2023-04-25 13:36:26.760042,&^%$
weight,2023-04-25 13:36:26.760045,5
light,2023-04-25 13:36:26.760047,5281
temperature,2023-04-25 13:36:26.760049,E7
humidity,2023-04-25 13:36:26.760050,36
temperature,2023-04-25 13:36:26.760052,139
light,2023-04-25 13:36:26.760054,4105
light,2023-04-25 13:36:26.760056,1969
temperature,2023-04-25 13:36:26.760058,11
temperature,2023-04-25 13:36:26.760060,174
weight,2023-04-25 13:36:26.760062,6
humidity,2023-04-25 13:36:26.760064,92
weight,2023-04-25 13:36:26.760066,20
temperature,2023-04-25 13:36:26.760068,49
temperature,2023-04-25 13:36:26.760070,196
humidity,2023-04-25 13:36:26.760071,Test
light,2023-04-25 13:36:26.760073,1819
weight,2023-04-25 13:36:26.760075,68
light,2023-04-25 13:36:26.760077,2216
weight,2023-04-25 13:36:26.760079,E6
temperature,2023-04-25 13:36:26.760080,E3
weight,2023-04-25 13:36:26.760082,70
light,2023-04-25 13:36:26.760084,3861
humidity,2023-04-25 13:36:26.760086,73
weight,2023-04-25 13:36:26.760090,74
weight,2023-04-25 13:36:26.760092,49
temperature,2023-04-25 13:36:26.760094,98
weight,2023-04-25 13:36:26.760096,62
weight,2023-04-25 13:36:26.760110,71
light,2023-04-25 13:36:26.760112,4266
humidity,2023-04-25 13:36:26.760114,E5
temperature,2023-04-25 13:36:26.760116,6
temperature,2023-04-25 13:36:26.760118,12
humidity,2023-04-25 13:36:26.760120,55
weight,2023-04-25 13:36:26.760122,113
light,2023-04-25 13:36:26.760124,2550
weight,2023-04-25 13:36:26.760126,142
light,2023-04-25 13:36:26.760128,154
humidity,2023-04-25 13:36:26.760130,19
light,2023-04-25 13:36:26.760132,4453
humidity,2023-04-25 13:36:26.760134,70
temperature,2023-04-25 13:36:26.760136,72
humidity,2023-04-25 13:36:26.760138,7
weight,2023-04-25 13:36:26.760140,119
weight,2023-04-25 13:36:26.760142,178
weight,2023-04-25 13:36:26.760144,135
temperature,2023-04-25 13:36:26.760146,27
weight,2023-04-25 13:36:26.760150,142
humidity,2023-04-25 13:36:26.760152,0
temperature,2023-04-25 13:36:26.760154,176
weight,2023-04-25 13:36:26.760156,10
humidity,2023-04-25 13:36:26.760158,94
temperature,2023-04-25 13:36:26.760160,176
light,2023-04-25 13:36:26.760162,3987
temperature,2023-04-25 13:36:26.760164,123
temperature,2023-04-25 13:36:26.760166,157
humidity,2023-04-25 13:36:26.760175,20
light,2023-04-25 13:36:26.760177,1079
humidity,2023-04-25 13:36:26.760179,90
light,2023-04-25 13:36:26.760181,3075
humidity,2023-04-25 13:36:26.760183,22
weight,2023-04-25 13:36:26.760185,131
temperature,2023-04-25 13:36:26.760186,106
humidity,2023-04-25 13:36:26.760188,68
weight,2023-04-25 13:36:26.760190,21
humidity,2023-04-25 13:36:26.760192,24
light,2023-04-25 13:36:26.760194,2249
weight,2023-04-25 13:36:26.760197,118
temperature,2023-04-25 13:36:26.760199,E5
temperature,2023-04-25 13:36:26.760200,36
temperature,2023-04-25 13:36:26.760204,174
humidity,2023-04-25 13:36:26.760205,16
weight,2023-04-25 13:36:26.760207,52
weight,2023-04-25 13:36:26.760209,104
light,2023-04-25 13:36:26.760211,389
light,2023-04-25 13:36:26.760213,E2
temperature,2023-04-25 13:36:26.760215,95
temperature,2023-04-25 13:36:26.760217,6
temperature,2023-04-25 13:36:26.760219,73
temperature,2023-04-25 13:36:26.760220,116
weight,2023-04-25 13:36:26.760222,E5
temperature,2023-04-25 13:36:26.760224,101
weight,2023-04-25 13:36:26.760227,E8
weight,2023-04-25 13:36:26.760229,85
humidity,2023-04-25 13:36:26.760231,97
humidity,2023-04-25 13:36:26.760233,79
temperature,2023-04-25 13:36:26.760235,182
humidity,2023-04-25 13:36:26.760237,E2
humidity,2023-04-25 13:36:26.760239,Test
weight,2023-04-25 13:36:26.760240,81
weight,2023-04-25 13:36:26.760242,155
temperature,2023-04-25 13:36:26.760244,40
light,2023-04-25 13:36:26.760246,5581
humidity,2023-04-25 13:36:26.760249,75
