sensor,date,measurement
humidity,2023-04-25 13:53:31.776038,37
temperature,2023-04-25 13:53:31.776040,21
humidity,2023-04-25 13:53:31.776042,71
humidity,2023-04-25 13:53:31.776044,75
light,2023-04-25 13:53:31.776046,4607
humidity,2023-04-25 13:53:31.776048,99
temperature,2023-04-25 13:53:31.776050,108
weight,2023-04-25 13:53:31.776052,67
light,2023-04-25 13:53:31.776054,2543
weight,2023-04-25 13:53:31.776055,66
light,2023-04-25 13:53:31.776057,2374
weight,2023-04-25 13:53:31.776061,88
humidity,2023-04-25 13:53:31.776063,41
light,2023-04-25 13:53:31.776065,5778
light,2023-04-25 13:53:31.776067,1787
humidity,2023-04-25 13:53:31.776069,75
temperature,2023-04-25 13:53:31.776071,155
weight,2023-04-25 13:53:31.776072,104
light,2023-04-25 13:53:31.776076,2227
humidity,2023-04-25 13:53:31.776078,32
temperature,2023-04-25 13:53:31.776079,E0
weight,2023-04-25 13:53:31.776081,-10
temperature,2023-04-25 13:53:31.776083,53
light,2023-04-25 13:53:31.776084,122
temperature,2023-04-25 13:53:31.776086,154
light,2023-04-25 13:53:31.776088,2265
light,2023-04-25 13:53:31.776090,5230
weight,2023-04-25 13:53:31.776092,125
temperature,2023-04-25 13:53:31.776094,106
light,2023-04-25 13:53:31.776096,5570
humidity,2023-04-25 13:53:31.776098,29
light,2023-04-25 13:53:31.776100,125
humidity,2023-04-25 13:53:31.776102,78
weight,2023-04-25 13:53:31.776104,139
weight,2023-04-25 13:53:31.776107,124
temperature,2023-04-25 13:53:31.776109,162
temperature,2023-04-25 13:53:31.776111,3
weight,2023-04-25 13:53:31.776113,29
temperature,2023-04-25 13:53:31.776115,79
weight,2023-04-25 13:53:31.776116,56
light,2023-04-25 13:53:31.776118,5252
humidity,2023-04-25 13:53:31.776120,45
weight,2023-04-25 13:53:31.776122,150
weight,2023-04-25 13:53:31.776124,98
temperature,2023-04-25 13:53:31.776126,98
temperature,2023-04-25 13:53:31.776127,109
light,2023-04-25 13:53:31.776129,5904
humidity,2023-04-25 13:53:31.776131,100
light,2023-04-25 13:53:31.776133,5575
light,2023-04-25 13:53:31.776135,Test
weight,2023-04-25 13:53:31.776136,109
humidity,2023-04-25 13:53:31.776138,47
weight,2023-04-25 13:53:31.776140,E6
humidity,2023-04-25 13:53:31.776141,41
light,2023-04-25 13:53:31.776143,1165
temperature,2023-04-25 13:53:31.776145,59
humidity,2023-04-25 13:53:31.776147,45
humidity,2023-04-25 13:53:31.776151,2
light,2023-04-25 13:53:31.776153,598
weight,2023-04-25 13:53:31.776155,59
temperature,2023-04-25 13:53:31.776156,135
light,2023-04-25 13:53:31.776158,3698
light,2023-04-25 13:53:31.776160,504
temperature,2023-04-25 13:53:31.776162,124
weight,2023-04-25 13:53:31.776164,136
weight,2023-04-25 13:53:31.776166,47
weight,2023-04-25 13:53:31.776168,15
light,2023-04-25 13:53:31.776169,5986
temperature,2023-04-25 13:53:31.776171,97
humidity,2023-04-25 13:53:31.776173,97
weight,2023-04-25 13:53:31.776175,122
light,2023-04-25 13:53:31.776177,5848
light,2023-04-25 13:53:31.776178,809
humidity,2023-04-25 13:53:31.776180,E3
humidity,2023-04-25 13:53:31.776182,15
humidity,2023-04-25 13:53:31.776184,58
temperature,2023-04-25 13:53:31.776185,52
weight,2023-04-25 13:53:31.776187,191
humidity,2023-04-25 13:53:31.776189,55
temperature,2023-04-25 13:53:31.776191,143
weight,2023-04-25 13:53:31.776194,81
light,2023-04-25 13:53:31.776203,5697
temperature,2023-04-25 13:53:31.776205,119
humidity,2023-04-25 13:53:31.776206,83
temperature,2023-04-25 13:53:31.776208,97
humidity,2023-04-25 13:53:31.776210,70
light,2023-04-25 13:53:31.776212,864
weight,2023-04-25 13:53:31.776214,Test
weight,2023-04-25 13:53:31.776216,6
weight,2023-04-25 13:53:31.776218,69
weight,2023-04-25 13:53:31.776219,E9
temperature,2023-04-25 13:53:31.776221,160
humidity,2023-04-25 13:53:31.776223,E7
light,2023-04-25 13:53:31.776224,82
humidity,2023-04-25 13:53:31.776226,E4
humidity,2023-04-25 13:53:31.776227,69
humidity,2023-04-25 13:53:31.776229,89
weight,2023-04-25 13:53:31.776231,137
light,2023-04-25 13:53:31.776233,5266
humidity,2023-04-25 13:53:31.776235,39
light,2023-04-25 13:53:31.776237,1229
light,2023-04-25 13:53:31.776238,1416
temperature,2023-04-25 13:53:31.776240,14
temperature,2023-04-25 13:53:31.776243,200
humidity,2023-04-25 13:53:31.776245,-10
light,2023-04-25 13:53:31.776247,3244
weight,2023-04-25 13:53:31.776249,144
temperature,2023-04-25 13:53:31.776250,184
humidity,2023-04-25 13:53:31.776252,21
light,2023-04-25 13:53:31.776254,5801
humidity,2023-04-25 13:53:31.776256,-10
light,2023-04-25 13:53:31.776257,4495
light,2023-04-25 13:53:31.776259,2546
humidity,2023-04-25 13:53:31.776261,85
weight,2023-04-25 13:53:31.776263,68
weight,2023-04-25 13:53:31.776265,36
light,2023-04-25 13:53:31.776266,5269
humidity,2023-04-25 13:53:31.776268,E8
light,2023-04-25 13:53:31.776270,1472
light,2023-04-25 13:53:31.776272,4192
weight,2023-04-25 13:53:31.776274,E8
light,2023-04-25 13:53:31.776275,14
light,2023-04-25 13:53:31.776277,3396
weight,2023-04-25 13:53:31.776279,84
humidity,2023-04-25 13:53:31.776281,96
temperature,2023-04-25 13:53:31.776283,36
temperature,2023-04-25 13:53:31.776286,151
humidity,2023-04-25 13:53:31.776288,23
humidity,2023-04-25 13:53:31.776290,30
light,2023-04-25 13:53:31.776291,4546
light,2023-04-25 13:53:31.776293,2563
weight,2023-04-25 13:53:31.776295,178
light,2023-04-25 13:53:31.776297,5486
weight,2023-04-25 13:53:31.776299,96
weight,2023-04-25 13:53:31.776300,162
humidity,2023-04-25 13:53:31.776302,16
humidity,2023-04-25 13:53:31.776304,60
humidity,2023-04-25 13:53:31.776306,23
light,2023-04-25 13:53:31.776308,2648
humidity,2023-04-25 13:53:31.776310,E2
weight,2023-04-25 13:53:31.776311,40
humidity,2023-04-25 13:53:31.776313,88
humidity,2023-04-25 13:53:31.776315,61
weight,2023-04-25 13:53:31.776316,50
temperature,2023-04-25 13:53:31.776320,30
temperature,2023-04-25 13:53:31.776322,0
temperature,2023-04-25 13:53:31.776324,73
weight,2023-04-25 13:53:31.776325,93
temperature,2023-04-25 13:53:31.776327,126
weight,2023-04-25 13:53:31.776331,157
temperature,2023-04-25 13:53:31.776332,84
temperature,2023-04-25 13:53:31.776334,51
humidity,2023-04-25 13:53:31.776336,89
temperature,2023-04-25 13:53:31.776338,191
light,2023-04-25 13:53:31.776340,5951
weight,2023-04-25 13:53:31.776342,188
temperature,2023-04-25 13:53:31.776346,168
humidity,2023-04-25 13:53:31.776348,35
humidity,2023-04-25 13:53:31.776350,57
weight,2023-04-25 13:53:31.776352,150
humidity,2023-04-25 13:53:31.776353,68
temperature,2023-04-25 13:53:31.776355,78
humidity,2023-04-25 13:53:31.776357,21
temperature,2023-04-25 13:53:31.776359,40
humidity,2023-04-25 13:53:31.776360,74
humidity,2023-04-25 13:53:31.776364,73
temperature,2023-04-25 13:53:31.776366,146
humidity,2023-04-25 13:53:31.776368,34
light,2023-04-25 13:53:31.776369,E0
temperature,2023-04-25 13:53:31.776371,161
light,2023-04-25 13:53:31.776373,650
humidity,2023-04-25 13:53:31.776375,11
light,2023-04-25 13:53:31.776378,3040
humidity,2023-04-25 13:53:31.776380,28
light,2023-04-25 13:53:31.776381,231
weight,2023-04-25 13:53:31.776383,154
weight,2023-04-25 13:53:31.776385,134
light,2023-04-25 13:53:31.776387,3737
humidity,2023-04-25 13:53:31.776389,94
light,2023-04-25 13:53:31.776390,4782
weight,2023-04-25 13:53:31.776392,112
light,2023-04-25 13:53:31.776394,2922
weight,2023-04-25 13:53:31.776396,16
light,2023-04-25 13:53:31.776398,247
weight,2023-04-25 13:53:31.776400,106
temperature,2023-04-25 13:53:31.776402,37
temperature,2023-04-25 13:53:31.776403,73
temperature,2023-04-25 13:53:31.776405,163
humidity,2023-04-25 13:53:31.776407,65
humidity,2023-04-25 13:53:31.776409,6
humidity,2023-04-25 13:53:31.776411,39
weight,2023-04-25 13:53:31.776412,100
humidity,2023-04-25 13:53:31.776414,0
temperature,2023-04-25 13:53:31.776416,138
weight,2023-04-25 13:53:31.776418,78
light,2023-04-25 13:53:31.776421,288
temperature,2023-04-25 13:53:31.776423,6
light,2023-04-25 13:53:31.776425,78
temperature,2023-04-25 13:53:31.776427,150
light,2023-04-25 13:53:31.776429,5821
light,2023-04-25 13:53:31.776431,4601
light,2023-04-25 13:53:31.776433,5328
weight,2023-04-25 13:53:31.776434,29
light,2023-04-25 13:53:31.776436,5947
temperature,2023-04-25 13:53:31.776438,56
temperature,2023-04-25 13:53:31.776440,190
light,2023-04-25 13:53:31.776442,5814
weight,2023-04-25 13:53:31.776445,E9
weight,2023-04-25 13:53:31.776447,160
light,2023-04-25 13:53:31.776449,4033
temperature,2023-04-25 13:53:31.776451,94
light,2023-04-25 13:53:31.776453,3246
weight,2023-04-25 13:53:31.776455,96
light,2023-04-25 13:53:31.776457,E8
weight,2023-04-25 13:53:31.776458,151
temperature,2023-04-25 13:53:31.776460,66
temperature,2023-04-25 13:53:31.776462,37
humidity,2023-04-25 13:53:31.776464,68
humidity,2023-04-25 13:53:31.776467,77
humidity,2023-04-25 13:53:31.776469,82
temperature,2023-04-25 13:53:31.776471,199
weight,2023-04-25 13:53:31.776473,50
humidity,2023-04-25 13:53:31.776475,5
temperature,2023-04-25 13:53:31.776477,90
humidity,2023-04-25 13:53:31.776478,73
light,2023-04-25 13:53:31.776480,4999
temperature,2023-04-25 13:53:31.776482,89
temperature,2023-04-25 13:53:31.776484,E0
weight,2023-04-25 13:53:31.776485,E2
light,2023-04-25 13:53:31.776487,1256
light,2023-04-25 13:53:31.776489,E3
humidity,2023-04-25 13:53:31.776490,74
humidity,2023-04-25 13:53:31.776492,83
humidity,2023-04-25 13:53:31.776494,85
weight,2023-04-25 13:53:31.776496,146
light,2023-04-25 13:53:31.776497,3978
weight,2023-04-25 13:53:31.776499,40
humidity,2023-04-25 13:53:31.776501,2
humidity,2023-04-25 13:53:31.776503,54
weight,2023-04-25 13:53:31.776505,86
temperature,2023-04-25 13:53:31.776507,E7
temperature,2023-04-25 13:53:31.776514,90
light,2023-04-25 13:53:31.776516,750
weight,2023-04-25 13:53:31.776517,155
weight,2023-04-25 13:53:31.776519,38
humidity,2023-04-25 13:53:31.776521,72
temperature,2023-04-25 13:53:31.776523,22
light,2023-04-25 13:53:31.776525,E2
humidity,2023-04-25 13:53:31.776526,1
humidity,2023-04-25 13:53:31.776530,79
weight,2023-04-25 13:53:31.776531,8
temperature,2023-04-25 13:53:31.776533,52
weight,2023-04-25 13:53:31.776535,120
temperature,2023-04-25 13:53:31.776537,86
light,2023-04-25 13:53:31.776539,1905
temperature,2023-04-25 13:53:31.776541,40
weight,2023-04-25 13:53:31.776542,115
light,2023-04-25 13:53:31.776544,33
weight,2023-04-25 13:53:31.776546,136
temperature,2023-04-25 13:53:31.776548,200
temperature,2023-04-25 13:53:31.776550,163
humidity,2023-04-25 13:53:31.776551,34
light,2023-04-25 13:53:31.776553,3802
weight,2023-04-25 13:53:31.776555,3
weight,2023-04-25 13:53:31.776568,147
temperature,2023-04-25 13:53:31.776570,21
humidity,2023-04-25 13:53:31.776572,35
light,2023-04-25 13:53:31.776573,5289
light,2023-04-25 13:53:31.776575,1637
humidity,2023-04-25 13:53:31.776578,85
humidity,2023-04-25 13:53:31.776581,73
weight,2023-04-25 13:53:31.776583,48
temperature,2023-04-25 13:53:31.776585,11
light,2023-04-25 13:53:31.776587,72
weight,2023-04-25 13:53:31.776588,157
light,2023-04-25 13:53:31.776590,1101
weight,2023-04-25 13:53:31.776592,46
weight,2023-04-25 13:53:31.776594,E1
weight,2023-04-25 13:53:31.776596,30
weight,2023-04-25 13:53:31.776598,168
weight,2023-04-25 13:53:31.776600,53
humidity,2023-04-25 13:53:31.776601,63
humidity,2023-04-25 13:53:31.776603,84
light,2023-04-25 13:53:31.776605,3614
weight,2023-04-25 13:53:31.776607,173
weight,2023-04-25 13:53:31.776609,139
light,2023-04-25 13:53:31.776611,4319
weight,2023-04-25 13:53:31.776616,E7
light,2023-04-25 13:53:31.776618,2066
light,2023-04-25 13:53:31.776619,2363
temperature,2023-04-25 13:53:31.776621,102
weight,2023-04-25 13:53:31.776623,183
light,2023-04-25 13:53:31.776625,4393
light,2023-04-25 13:53:31.776627,1557
temperature,2023-04-25 13:53:31.776629,146
temperature,2023-04-25 13:53:31.776631,163
weight,2023-04-25 13:53:31.776632,149
humidity,2023-04-25 13:53:31.776634,1
weight,2023-04-25 13:53:31.776636,44
temperature,2023-04-25 13:53:31.776638,37
temperature,2023-04-25 13:53:31.776640,21
weight,2023-04-25 13:53:31.776641,143
humidity,2023-04-25 13:53:31.776643,45
temperature,2023-04-25 13:53:31.776645,65
humidity,2023-04-25 13:53:31.776647,14
humidity,2023-04-25 13:53:31.776649,24
weight,2023-04-25 13:53:31.776651,46
temperature,2023-04-25 13:53:31.776652,103
light,2023-04-25 13:53:31.776654,5198
humidity,2023-04-25 13:53:31.776656,92
temperature,2023-04-25 13:53:31.776659,200
humidity,2023-04-25 13:53:31.776661,29
humidity,2023-04-25 13:53:31.776663,72
humidity,2023-04-25 13:53:31.776665,42
humidity,2023-04-25 13:53:31.776667,87
humidity,2023-04-25 13:53:31.776669,71
temperature,2023-04-25 13:53:31.776671,164
humidity,2023-04-25 13:53:31.776672,59
humidity,2023-04-25 13:53:31.776674,E5
light,2023-04-25 13:53:31.776676,911
humidity,2023-04-25 13:53:31.776678,71
light,2023-04-25 13:53:31.776680,1221
light,2023-04-25 13:53:31.776681,2976
light,2023-04-25 13:53:31.776683,3564
weight,2023-04-25 13:53:31.776685,167
light,2023-04-25 13:53:31.776687,5321
temperature,2023-04-25 13:53:31.776690,191
humidity,2023-04-25 13:53:31.776692,37
light,2023-04-25 13:53:31.776693,5249
weight,2023-04-25 13:53:31.776695,E3
humidity,2023-04-25 13:53:31.776697,18
humidity,2023-04-25 13:53:31.776699,26
humidity,2023-04-25 13:53:31.776700,66
weight,2023-04-25 13:53:31.776707,E4
weight,2023-04-25 13:53:31.776709,155
humidity,2023-04-25 13:53:31.776711,5
light,2023-04-25 13:53:31.776712,E1
weight,2023-04-25 13:53:31.776714,0
humidity,2023-04-25 13:53:31.776716,65
humidity,2023-04-25 13:53:31.776718,6
light,2023-04-25 13:53:31.776719,4764
light,2023-04-25 13:53:31.776721,3822
humidity,2023-04-25 13:53:31.776723,86
light,2023-04-25 13:53:31.776725,3642
humidity,2023-04-25 13:53:31.776727,62
humidity,2023-04-25 13:53:31.776729,88
temperature,2023-04-25 13:53:31.776731,127
weight,2023-04-25 13:53:31.776733,143
weight,2023-04-25 13:53:31.776734,175
light,2023-04-25 13:53:31.776736,3027
humidity,2023-04-25 13:53:31.776738,31
humidity,2023-04-25 13:53:31.776740,86
temperature,2023-04-25 13:53:31.776742,178
weight,2023-04-25 13:53:31.776744,142
humidity,2023-04-25 13:53:31.776746,E9
humidity,2023-04-25 13:53:31.776747,70
weight,2023-04-25 13:53:31.776751,21
light,2023-04-25 13:53:31.776752,1585
light,2023-04-25 13:53:31.776754,1031
temperature,2023-04-25 13:53:31.776756,114
humidity,2023-04-25 13:53:31.776758,35
humidity,2023-04-25 13:53:31.776760,21
weight,2023-04-25 13:53:31.776762,154
humidity,2023-04-25 13:53:31.776764,28
light,2023-04-25 13:53:31.776766,2707
weight,2023-04-25 13:53:31.776768,82
light,2023-04-25 13:53:31.776769,5681
humidity,2023-04-25 13:53:31.776771,75
light,2023-04-25 13:53:31.776773,2993
temperature,2023-04-25 13:53:31.776775,144
humidity,2023-04-25 13:53:31.776777,50
temperature,2023-04-25 13:53:31.776779,190
light,2023-04-25 13:53:31.776781,1922
light,2023-04-25 13:53:31.776782,860
weight,2023-04-25 13:53:31.776784,34
temperature,2023-04-25 13:53:31.776786,85
light,2023-04-25 13:53:31.776788,1179
weight,2023-04-25 13:53:31.776790,74
light,2023-04-25 13:53:31.776792,2635
temperature,2023-04-25 13:53:31.776795,81
weight,2023-04-25 13:53:31.776797,124
humidity,2023-04-25 13:53:31.776799,4
weight,2023-04-25 13:53:31.776801,66
light,2023-04-25 13:53:31.776803,2956
weight,2023-04-25 13:53:31.776805,156
humidity,2023-04-25 13:53:31.776807,15
temperature,2023-04-25 13:53:31.776808,E3
temperature,2023-04-25 13:53:31.776810,171
light,2023-04-25 13:53:31.776812,292
temperature,2023-04-25 13:53:31.776814,14
humidity,2023-04-25 13:53:31.776816,41
temperature,2023-04-25 13:53:31.776818,44
temperature,2023-04-25 13:53:31.776820,E9
light,2023-04-25 13:53:31.776821,3929
humidity,2023-04-25 13:53:31.776823,61
weight,2023-04-25 13:53:31.776825,187
humidity,2023-04-25 13:53:31.776828,9
temperature,2023-04-25 13:53:31.776830,E7
humidity,2023-04-25 13:53:31.776832,94
weight,2023-04-25 13:53:31.776834,164
temperature,2023-04-25 13:53:31.776836,14
weight,2023-04-25 13:53:31.776837,61
light,2023-04-25 13:53:31.776841,2318
temperature,2023-04-25 13:53:31.776843,108
humidity,2023-04-25 13:53:31.776845,20
weight,2023-04-25 13:53:31.776846,57
light,2023-04-25 13:53:31.776848,252
humidity,2023-04-25 13:53:31.776850,12
temperature,2023-04-25 13:53:31.776852,72
light,2023-04-25 13:53:31.776856,3369
humidity,2023-04-25 13:53:31.776858,E7
weight,2023-04-25 13:53:31.776859,E3
humidity,2023-04-25 13:53:31.776861,14
light,2023-04-25 13:53:31.776863,5016
light,2023-04-25 13:53:31.776864,2790
humidity,2023-04-25 13:53:31.776866,15
light,2023-04-25 13:53:31.776868,18
weight,2023-04-25 13:53:31.776871,E3
humidity,2023-04-25 13:53:31.776873,15
temperature,2023-04-25 13:53:31.776875,152
weight,2023-04-25 13:53:31.776877,114
light,2023-04-25 13:53:31.776879,3527
light,2023-04-25 13:53:31.776881,5401
humidity,2023-04-25 13:53:31.776882,71
temperature,2023-04-25 13:53:31.776884,Test
weight,2023-04-25 13:53:31.776887,71
weight,2023-04-25 13:53:31.776889,E9
temperature,2023-04-25 13:53:31.776891,58
light,2023-04-25 13:53:31.776892,3511
weight,2023-04-25 13:53:31.776894,28
light,2023-04-25 13:53:31.776896,10
weight,2023-04-25 13:53:31.776898,110
light,2023-04-25 13:53:31.776900,E7
light,2023-04-25 13:53:31.776901,2791
temperature,2023-04-25 13:53:31.776905,42
light,2023-04-25 13:53:31.776907,366
light,2023-04-25 13:53:31.776909,-10
temperature,2023-04-25 13:53:31.776910,77
temperature,2023-04-25 13:53:31.776912,14
temperature,2023-04-25 13:53:31.776914,155
weight,2023-04-25 13:53:31.776916,146
temperature,2023-04-25 13:53:31.776918,83
light,2023-04-25 13:53:31.776919,1252
humidity,2023-04-25 13:53:31.776922,36
weight,2023-04-25 13:53:31.776924,35
humidity,2023-04-25 13:53:31.776926,69
light,2023-04-25 13:53:31.776927,2969
humidity,2023-04-25 13:53:31.776929,28
humidity,2023-04-25 13:53:31.776933,41
temperature,2023-04-25 13:53:31.776935,68
humidity,2023-04-25 13:53:31.776936,97
temperature,2023-04-25 13:53:31.776939,29
temperature,2023-04-25 13:53:31.776940,67
light,2023-04-25 13:53:31.776942,Test
weight,2023-04-25 13:53:31.776944,71
light,2023-04-25 13:53:31.776945,408
light,2023-04-25 13:53:31.776947,1927
temperature,2023-04-25 13:53:31.776949,49
light,2023-04-25 13:53:31.776951,23
light,2023-04-25 13:53:31.776955,E4
weight,2023-04-25 13:53:31.776956,52
light,2023-04-25 13:53:31.776958,1266
temperature,2023-04-25 13:53:31.776960,141
temperature,2023-04-25 13:53:31.776962,75
light,2023-04-25 13:53:31.776964,1277
light,2023-04-25 13:53:31.776965,306
temperature,2023-04-25 13:53:31.776967,126
humidity,2023-04-25 13:53:31.776969,28
light,2023-04-25 13:53:31.776971,1854
humidity,2023-04-25 13:53:31.776973,91
humidity,2023-04-25 13:53:31.776975,57
humidity,2023-04-25 13:53:31.776978,23
weight,2023-04-25 13:53:31.776980,33
temperature,2023-04-25 13:53:31.776982,34
temperature,2023-04-25 13:53:31.776983,90
weight,2023-04-25 13:53:31.776985,E5
temperature,2023-04-25 13:53:31.776987,180
temperature,2023-04-25 13:53:31.776989,134
humidity,2023-04-25 13:53:31.776991,1
weight,2023-04-25 13:53:31.776992,126
light,2023-04-25 13:53:31.776994,2443
humidity,2023-04-25 13:53:31.776996,24
light,2023-04-25 13:53:31.776998,3759
light,2023-04-25 13:53:31.777000,E3
weight,2023-04-25 13:53:31.777001,152
weight,2023-04-25 13:53:31.777003,135
weight,2023-04-25 13:53:31.777005,35
light,2023-04-25 13:53:31.777007,E4
light,2023-04-25 13:53:31.777008,5481
weight,2023-04-25 13:53:31.777011,56
temperature,2023-04-25 13:53:31.777012,19
weight,2023-04-25 13:53:31.777014,Test
temperature,2023-04-25 13:53:31.777016,175
humidity,2023-04-25 13:53:31.777018,42
light,2023-04-25 13:53:31.777021,471
humidity,2023-04-25 13:53:31.777023,4
weight,2023-04-25 13:53:31.777025,47
light,2023-04-25 13:53:31.777027,7
temperature,2023-04-25 13:53:31.777029,E8
temperature,2023-04-25 13:53:31.777031,61
humidity,2023-04-25 13:53:31.777033,16
humidity,2023-04-25 13:53:31.777036,86
light,2023-04-25 13:53:31.777038,2694
weight,2023-04-25 13:53:31.777040,41
temperature,2023-04-25 13:53:31.777042,84
temperature,2023-04-25 13:53:31.777044,1
temperature,2023-04-25 13:53:31.777045,165
light,2023-04-25 13:53:31.777047,1842
light,2023-04-25 13:53:31.777049,E6
humidity,2023-04-25 13:53:31.777051,89
light,2023-04-25 13:53:31.777053,4428
temperature,2023-04-25 13:53:31.777055,90
humidity,2023-04-25 13:53:31.777056,50
humidity,2023-04-25 13:53:31.777058,55
temperature,2023-04-25 13:53:31.777060,182
light,2023-04-25 13:53:31.777062,752
temperature,2023-04-25 13:53:31.777064,14
humidity,2023-04-25 13:53:31.777067,97
weight,2023-04-25 13:53:31.777069,182
light,2023-04-25 13:53:31.777071,1051
weight,2023-04-25 13:53:31.777073,E6
weight,2023-04-25 13:53:31.777075,49
humidity,2023-04-25 13:53:31.777078,58
weight,2023-04-25 13:53:31.777080,178
temperature,2023-04-25 13:53:31.777081,67
light,2023-04-25 13:53:31.777083,E2
temperature,2023-04-25 13:53:31.777085,182
temperature,2023-04-25 13:53:31.777087,E7
light,2023-04-25 13:53:31.777088,771
humidity,2023-04-25 13:53:31.777090,36
temperature,2023-04-25 13:53:31.777092,42
light,2023-04-25 13:53:31.777094,5384
humidity,2023-04-25 13:53:31.777096,-10
humidity,2023-04-25 13:53:31.777097,E8
temperature,2023-04-25 13:53:31.777098,41
light,2023-04-25 13:53:31.777100,E7
light,2023-04-25 13:53:31.777102,5143
humidity,2023-04-25 13:53:31.777104,E5
weight,2023-04-25 13:53:31.777105,103
light,2023-04-25 13:53:31.777107,5484
light,2023-04-25 13:53:31.777111,4629
weight,2023-04-25 13:53:31.777113,131
temperature,2023-04-25 13:53:31.777114,81
humidity,2023-04-25 13:53:31.777116,53
weight,2023-04-25 13:53:31.777118,2
humidity,2023-04-25 13:53:31.777120,18
humidity,2023-04-25 13:53:31.777122,E2
light,2023-04-25 13:53:31.777123,4736
weight,2023-04-25 13:53:31.777125,160
temperature,2023-04-25 13:53:31.777127,44
temperature,2023-04-25 13:53:31.777129,155
light,2023-04-25 13:53:31.777131,4882
temperature,2023-04-25 13:53:31.777133,116
light,2023-04-25 13:53:31.777134,3793
temperature,2023-04-25 13:53:31.777136,55
weight,2023-04-25 13:53:31.777138,92
humidity,2023-04-25 13:53:31.777141,74
temperature,2023-04-25 13:53:31.777142,81
weight,2023-04-25 13:53:31.777144,137
weight,2023-04-25 13:53:31.777146,122
light,2023-04-25 13:53:31.777148,1957
light,2023-04-25 13:53:31.777150,1862
weight,2023-04-25 13:53:31.777152,107
humidity,2023-04-25 13:53:31.777155,45
weight,2023-04-25 13:53:31.777157,156
weight,2023-04-25 13:53:31.777159,E1
humidity,2023-04-25 13:53:31.777160,41
humidity,2023-04-25 13:53:31.777162,-10
humidity,2023-04-25 13:53:31.777164,1
weight,2023-04-25 13:53:31.777166,198
temperature,2023-04-25 13:53:31.777167,134
weight,2023-04-25 13:53:31.777169,101
temperature,2023-04-25 13:53:31.777171,131
temperature,2023-04-25 13:53:31.777173,157
weight,2023-04-25 13:53:31.777175,186
temperature,2023-04-25 13:53:31.777177,134
light,2023-04-25 13:53:31.777179,4094
light,2023-04-25 13:53:31.777180,1681
light,2023-04-25 13:53:31.777182,3758
light,2023-04-25 13:53:31.777184,2568
temperature,2023-04-25 13:53:31.777186,194
weight,2023-04-25 13:53:31.777188,162
humidity,2023-04-25 13:53:31.777190,43
light,2023-04-25 13:53:31.777191,582
weight,2023-04-25 13:53:31.777193,E3
temperature,2023-04-25 13:53:31.777198,78
light,2023-04-25 13:53:31.777202,3156
humidity,2023-04-25 13:53:31.777204,5
temperature,2023-04-25 13:53:31.777206,21
weight,2023-04-25 13:53:31.777207,115
humidity,2023-04-25 13:53:31.777209,77
weight,2023-04-25 13:53:31.777211,170
light,2023-04-25 13:53:31.777213,5297
weight,2023-04-25 13:53:31.777215,19
humidity,2023-04-25 13:53:31.777216,6
weight,2023-04-25 13:53:31.777218,29
light,2023-04-25 13:53:31.777220,1934
weight,2023-04-25 13:53:31.777222,58
light,2023-04-25 13:53:31.777223,3441
light,2023-04-25 13:53:31.777225,E3
weight,2023-04-25 13:53:31.777227,135
humidity,2023-04-25 13:53:31.777229,28
humidity,2023-04-25 13:53:31.777231,26
humidity,2023-04-25 13:53:31.777232,93
weight,2023-04-25 13:53:31.777234,63
weight,2023-04-25 13:53:31.777236,123
temperature,2023-04-25 13:53:31.777238,89
humidity,2023-04-25 13:53:31.777240,E9
temperature,2023-04-25 13:53:31.777241,82
weight,2023-04-25 13:53:31.777245,177
humidity,2023-04-25 13:53:31.777246,51
light,2023-04-25 13:53:31.777248,4090
light,2023-04-25 13:53:31.777250,2539
weight,2023-04-25 13:53:31.777254,E3
weight,2023-04-25 13:53:31.777256,1
humidity,2023-04-25 13:53:31.777258,91
weight,2023-04-25 13:53:31.777260,135
light,2023-04-25 13:53:31.777261,E9
weight,2023-04-25 13:53:31.777263,40
humidity,2023-04-25 13:53:31.777265,85
temperature,2023-04-25 13:53:31.777267,188
temperature,2023-04-25 13:53:31.777269,13
temperature,2023-04-25 13:53:31.777270,81
humidity,2023-04-25 13:53:31.777272,54
light,2023-04-25 13:53:31.777274,3314
temperature,2023-04-25 13:53:31.777276,41
temperature,2023-04-25 13:53:31.777277,57
humidity,2023-04-25 13:53:31.777279,67
weight,2023-04-25 13:53:31.777281,127
temperature,2023-04-25 13:53:31.777283,102
humidity,2023-04-25 13:53:31.777285,84
temperature,2023-04-25 13:53:31.777287,158
weight,2023-04-25 13:53:31.777290,46
light,2023-04-25 13:53:31.777292,5629
humidity,2023-04-25 13:53:31.777294,36
weight,2023-04-25 13:53:31.777295,151
light,2023-04-25 13:53:31.777297,4213
weight,2023-04-25 13:53:31.777299,79
temperature,2023-04-25 13:53:31.777301,E1
temperature,2023-04-25 13:53:31.777302,145
humidity,2023-04-25 13:53:31.777304,34
light,2023-04-25 13:53:31.777306,4334
light,2023-04-25 13:53:31.777308,E7
humidity,2023-04-25 13:53:31.777310,52
light,2023-04-25 13:53:31.777311,4800
temperature,2023-04-25 13:53:31.777313,E7
light,2023-04-25 13:53:31.777315,4983
humidity,2023-04-25 13:53:31.777317,E2
humidity,2023-04-25 13:53:31.777320,50
light,2023-04-25 13:53:31.777322,2255
